0.00133177, 0.00726783, 0.00483976, 0.304488, 0.0013883, 0.00292372, 0.0624399, 0.206934, 0.140412, 0.0877867, 0.00361704, 0.00256833, 0.0058915, 0.0336351, 0.00218539, 0.000842444, 0.108551, 0.00177948, 0.0167132, 0.00440463	/person 0.996589 /person/artist 0.958579 /person/author 0.654368 /person/musician 0.86087
0.00246742, 0.00214097, 0.00195586, 0.00217564, 0.00278188, 0.00287876, 0.0049346, 0.0133452, 0.597151, 0.0909141, 0.0280205, 0.00253818, 0.129039, 0.00516436, 0.0120978, 0.0383348, 0.000906431, 0.022402, 0.0375648, 0.00318708	/internet/website 0.960636 /person 0.924528 /person/artist 0.725979 /person/author 0.647158 /internet 0.868619
0.0108974, 0.00664396, 0.0105064, 0.113794, 0.00571766, 0.00188685, 0.0202276, 0.0416925, 0.017171, 0.270395, 0.0603961, 0.0129431, 0.0517917, 0.0856279, 0.203744, 0.00257258, 0.0231784, 0.0210708, 0.0258847, 0.0138581	/person 0.445488
0.0135654, 0.0125046, 0.0121333, 0.0142796, 0.0289842, 0.0326179, 0.00824596, 0.0241959, 0.0227419, 0.718071, 0.0534096, 0.00408396, 0.0011605, 0.00883338, 0.00345829, 0.038572, 0.000566216, 0.000288321, 0.00117291, 0.00111496	/location 0.989205 /location/country 0.97736 /government 0.79844 /government_agency 0.909614 /government/government 0.87061 /park 0.970227
0.00315694, 0.325105, 0.00938139, 0.0130174, 0.0564515, 0.0058259, 0.00490675, 0.0345903, 0.12586, 0.305146, 0.00389979, 0.0707952, 0.0205187, 0.00323829, 0.00564598, 0.00343608, 0.0027117, 0.00232689, 0.00207422, 0.00191212	/organization/sports_team 0.961521 /organization 0.854304
0.0340805, 0.0114793, 0.839462, 0.00240673, 0.0310101, 0.0003734, 0.0610065, 0.000295736, 0.0111494, 0.00311284, 0.000934286, 0.000816871, 0.000542926, 0.000594217, 0.000472291, 0.0004998, 0.000429589, 0.00048907, 0.000519255, 0.000325286	/location 0.986439 /location/city 0.827429
0.00162235, 0.00241107, 0.0409114, 0.00595919, 0.00530719, 0.0447363, 0.00709115, 0.0325608, 0.0283936, 0.0158788, 0.026816, 0.0551766, 0.0448742, 0.010203, 0.56357, 0.103224, 0.00821623, 0.000581122, 0.00144597, 0.00102087	/organization 0.382793
0.00882821, 0.18278, 0.0463672, 0.00492486, 0.0775045, 0.40164, 0.00252689, 0.163588, 0.027672, 0.00232459, 0.00101845, 0.0251957, 0.0456561, 0.00643749, 0.000869565, 0.0012849, 0.000589445, 0.000344345, 0.000247067, 0.000200684	/location 0.963349
0.00381032, 0.0396983, 0.00469426, 0.178523, 0.0413553, 0.616228, 0.000773106, 0.0534412, 0.0358908, 0.0020535, 0.0137918, 0.00237921, 0.00242862, 0.00136351, 0.000966432, 0.00077566, 0.000614382, 0.000483721, 0.000394162, 0.000334205	/location 0.988181 /person 0.859745 /location/country 0.969933 /person/director 0.877633
0.0170089, 0.0062575, 0.012111, 0.020239, 0.0010055, 0.00952287, 0.00403344, 0.012024, 0.371536, 0.320411, 0.00219945, 0.0839027, 0.0195528, 0.0100126, 0.0359626, 0.000853143, 0.0368257, 0.0293287, 0.00493038, 0.00228253	/person/politician 0.710661 /person 0.705172 /person/author 0.540316
0.012386, 0.0122873, 0.0132775, 0.0190816, 0.0288588, 0.0286289, 0.0361209, 0.0643492, 0.136437, 0.216003, 0.0640965, 0.00323013, 0.00201578, 0.00547893, 0.00436139, 0.111561, 0.000716807, 0.0716957, 0.168504, 0.000909492	/location 0.511324
0.000889361, 0.00719373, 0.0112208, 0.0277915, 0.0306143, 0.0557767, 0.0221653, 0.00887228, 0.18201, 0.60095, 0.00122401, 0.0148819, 0.00288553, 0.000943096, 0.00677587, 0.00813965, 0.0118564, 0.000444296, 0.0042157, 0.00115004	/location 0.929908 /location/country 0.899168
0.0153187, 0.01971, 0.00653747, 0.00846887, 0.0941783, 0.0243169, 0.0035583, 0.0229443, 0.204158, 0.0102233, 0.00212909, 0.00185765, 0.0249952, 0.0505883, 0.00976631, 0.00785921, 0.468351, 0.0186308, 0.00255563, 0.00385251	/person 0.959769 /person/actor 0.645081 /person/athlete 0.599918
0.0145015, 0.012743, 0.0108223, 0.0152988, 0.00741165, 0.0503489, 0.0176399, 0.198529, 0.137454, 0.219851, 0.0235492, 0.00958946, 0.00294192, 0.0184995, 0.000715252, 0.00144565, 0.0110301, 0.144638, 0.0958591, 0.00713105	/location 0.973726 /location/country 0.945799
0.0837591, 0.0154135, 0.253567, 0.133928, 0.100834, 0.0240506, 0.0171782, 0.289685, 0.00926675, 0.0377626, 0.0202525, 0.00349374, 0.00356629, 0.00200224, 0.00141915, 0.00113901, 0.000902186, 0.000710318, 0.000578805, 0.000490761	/location 0.992892 /geography/mountain 0.827383
0.000971923, 0.00127429, 0.00237913, 0.00284406, 0.0133416, 0.0106948, 0.183024, 0.0380904, 0.125523, 0.569479, 0.00388846, 0.0135182, 0.00113701, 0.00982177, 0.0214291, 0.00164294, 0.000181296, 0.000336738, 0.000220824, 0.000202276	/broadcast_program 0.960183
0.00306873, 0.00339685, 0.0084431, 0.00176058, 0.00245729, 0.0190652, 0.0021243, 0.0183044, 0.00741492, 0.121488, 0.0461324, 0.193817, 0.284954, 0.1943, 0.0478164, 0.014267, 0.0128896, 0.00812902, 0.00578309, 0.00438807	/person 0.945869 /person/soldier 0.533969
0.00678442, 0.00423981, 0.0592286, 0.0870522, 0.00701059, 0.0484872, 0.0125929, 0.311015, 0.0742288, 0.252569, 0.00248691, 0.0347787, 0.00302076, 0.013702, 0.00372454, 0.00397754, 0.0564741, 0.00431577, 0.00798806, 0.00632343	/organization 0.309889
0.00346239, 0.0127823, 0.00402651, 0.0459968, 0.000914817, 0.0279002, 0.0562893, 0.151332, 0.112342, 0.0806716, 0.000976211, 0.0100006, 0.265613, 0.000686092, 0.00691915, 0.00982847, 0.196073, 0.00775925, 0.00582518, 0.000601535	/location 0.813429 /building 0.549788 /building/theater 0.514102
0.00284135, 0.00246593, 0.00367466, 0.00157646, 0.00126367, 0.0530315, 0.00222748, 0.0414865, 0.27258, 0.202441, 0.0011166, 0.0111736, 0.00168199, 0.200134, 0.00105435, 0.00922562, 0.137986, 0.0328987, 0.00893205, 0.0122084	/organization/sports_team 0.948431 /organization 0.820209
0.015095, 0.0891387, 0.00467965, 0.143452, 0.00104352, 0.0157792, 0.277883, 0.00137038, 0.246465, 0.00718562, 0.000602954, 0.0110095, 0.105737, 0.000172448, 0.0620434, 0.000139838, 0.0172016, 0.000514371, 0.000350956, 0.000135503	/location 0.983456 /location/country 0.594274 /geography 0.788106 /geography/island 0.928922
0.0042771, 0.059141, 0.0105015, 0.0131058, 0.16866, 0.447013, 0.0111201, 0.0712293, 0.100974, 0.0573561, 0.000827397, 0.0022182, 0.000570417, 0.00140245, 0.00175601, 0.0378197, 0.000269577, 0.00130136, 0.0100513, 0.000406812	/person 0.942248
0.000445857, 0.0117893, 0.000695789, 0.00206811, 0.0228569, 0.00362803, 0.00104655, 0.00165043, 0.021719, 0.206709, 0.056419, 0.0621083, 0.426503, 0.0134657, 0.0281218, 0.00470442, 0.0511546, 0.0273278, 0.0483838, 0.00920246	/person 0.967328 /person/artist 0.916491 /person/actor 0.726487
0.0163657, 0.0289081, 0.075425, 0.0322397, 0.00912425, 0.103477, 0.00340403, 0.00854509, 0.0863181, 0.468231, 0.00466144, 0.00605061, 0.140825, 0.00619575, 0.00208221, 0.00352172, 0.00169574, 0.00114059, 0.000928542, 0.000861074	/location 0.279864
0.0157523, 0.0115235, 0.0229499, 0.0421411, 0.00504982, 0.0185228, 0.0151005, 0.0367956, 0.108451, 0.168804, 0.00233076, 0.00574712, 0.0991841, 0.138651, 0.216694, 0.00109941, 0.0129381, 0.0291468, 0.042701, 0.00641733	/person 0.905857
0.0191294, 0.0462519, 0.00514195, 0.0484719, 0.0221678, 0.00856822, 0.0504012, 0.343846, 0.0465877, 0.176423, 0.0097191, 0.00199597, 0.136353, 0.0020163, 0.00171378, 0.0454179, 0.00341465, 0.0298805, 0.00226701, 0.000232792	/location 0.990526 /location/body_of_water 0.971773
0.00692487, 0.00582248, 0.00568382, 0.0166853, 0.00669434, 0.0139755, 0.0222474, 0.0591325, 0.35301, 0.290421, 0.0301931, 0.00661921, 0.00373481, 0.00198776, 0.0571386, 0.00951516, 0.0100736, 0.0773802, 0.00933328, 0.0134263	/person 0.190423
0.00293511, 0.00273368, 0.00280604, 0.00389907, 0.00573641, 0.00591615, 0.00686923, 0.0288031, 0.785297, 0.0463272, 0.00144525, 0.00727438, 0.0723199, 0.000761944, 0.00155055, 0.00524979, 0.0017183, 0.0138536, 0.00352047, 0.000982557	/organization/educational_institution 0.995119 /location 0.835332 /organization 0.884364
0.0320366, 0.0158675, 0.0213897, 0.01112, 0.0234578, 0.0501724, 0.0421063, 0.0857363, 0.135191, 0.486381, 0.00446509, 0.0193959, 0.00260462, 0.00168205, 0.0362832, 0.00194469, 0.00840005, 0.00210932, 0.0160424, 0.00361439	/location 0.966873 /location/city 0.940916
0.100743, 0.0305876, 0.0135965, 0.0130404, 0.00708637, 0.0090453, 0.0948246, 0.210015, 0.0158399, 0.332855, 0.00382409, 0.00302732, 0.0139164, 0.00285531, 0.0258935, 0.000951722, 0.0771845, 0.0428282, 0.000833965, 0.0010509	/person 0.349414
0.00192605, 0.00169604, 0.00149103, 0.0015981, 0.00206963, 0.00197819, 0.00436218, 0.012095, 0.117035, 0.136044, 0.503815, 0.0400517, 0.0349292, 0.000692848, 0.097415, 0.000503908, 0.00485454, 0.0267651, 0.00870501, 0.00197318	/person 0.659499
0.00519229, 0.00045025, 0.0177632, 0.00226465, 0.390898, 0.00162501, 0.317925, 0.00186946, 0.0936455, 0.00543688, 0.000527358, 0.00123666, 0.00558152, 0.0109878, 0.000260792, 0.0401589, 7.29222e-05, 0.102914, 0.000199442, 0.000990901	/living_thing 0.909701 /food 0.867115
0.00112625, 0.0036696, 0.00102501, 0.000139464, 0.00800989, 0.000108861, 0.0118243, 0.032048, 0.00695685, 0.281466, 0.0341254, 0.132602, 0.361582, 0.114949, 0.0073647, 0.000688935, 0.000981407, 0.000534391, 0.000413612, 0.000383428	/product/airplane 0.821195
0.0048574, 0.00131975, 0.00252997, 0.171947, 0.00343214, 0.0029141, 0.0067531, 0.00971215, 0.503048, 0.147343, 0.0856544, 0.0147762, 0.015083, 0.00846811, 0.00600205, 0.00481726, 0.00381563, 0.00300416, 0.00244796, 0.00207559	/person/athlete 0.917264 /person 0.856953
0.00384507, 0.0104109, 0.010585, 0.00498282, 0.0122501, 0.0181347, 0.0163475, 0.0613897, 0.649839, 0.167439, 0.0262434, 0.00452722, 0.00462124, 0.00259452, 0.00183895, 0.00147594, 0.00116906, 0.000920436, 0.000750021, 0.000635932	/location 0.958971 /location/province 0.891817
0.0127299, 0.00805871, 0.0328916, 0.0121035, 0.0111739, 0.0162484, 0.0119326, 0.135111, 0.450275, 0.269467, 0.0234491, 0.00404518, 0.00412919, 0.00231826, 0.00164314, 0.00131879, 0.00104458, 0.000822432, 0.000670162, 0.000568221	/location/city 0.923938 /location 0.921317
0.00870658, 0.0147281, 0.756659, 0.00462298, 0.0715345, 0.00113308, 0.0832924, 0.00217016, 0.0204162, 0.00947477, 0.0159783, 0.0027564, 0.00281364, 0.00157967, 0.00111964, 0.000898629, 0.000711783, 0.000560408, 0.000456651, 0.000387188	/location 0.995424 /location/city 0.909389
0.00154686, 0.00800885, 0.00194957, 0.0178345, 0.0251531, 0.00615014, 0.0164083, 0.677318, 0.0228802, 0.0711368, 0.0238806, 0.0260864, 0.028262, 0.0223229, 0.0192842, 0.0147098, 0.00847849, 0.0043955, 0.00251175, 0.00168185	/person 0.41522
0.000338668, 0.00297245, 0.00293885, 0.0516189, 0.00355161, 0.0202004, 0.000802226, 0.000603152, 0.00796986, 0.1853, 0.644239, 0.0434281, 0.00954392, 0.0100545, 0.00575885, 0.00387746, 0.00261347, 0.00180348, 0.00133364, 0.00105174	/person/athlete 0.740203 /person 0.620237
0.00141437, 0.0536739, 0.0608499, 0.00462609, 0.0144527, 0.0106693, 0.00245861, 0.0342592, 0.513177, 0.195889, 0.0636088, 0.0109731, 0.011201, 0.0062886, 0.00445725, 0.0035774, 0.00283357, 0.00223096, 0.00181791, 0.00154138	/person 0.779987 /person/athlete 0.767762
0.0151534, 0.00606592, 0.0210753, 0.00820151, 0.00847754, 0.0337857, 0.0279307, 0.436098, 0.240774, 0.028333, 0.00224448, 0.0550103, 0.0168625, 0.032022, 0.059816, 0.00464146, 0.00068964, 0.00118029, 0.000853876, 0.000783743	/art/film 0.156706
0.00336693, 0.00294179, 0.00269576, 0.00788454, 0.0992512, 0.0116833, 0.133078, 0.129975, 0.338817, 0.0713677, 0.00635573, 0.0114972, 0.00483859, 0.00197548, 0.031682, 0.00201966, 0.0412104, 0.00412036, 0.0882972, 0.00694123	/event 0.817439 /location 0.51721
0.00221303, 0.00207943, 0.00208603, 0.00303112, 0.00555375, 0.00604808, 0.00733135, 0.0105263, 0.563722, 0.0962043, 0.0020343, 0.0743772, 0.00279062, 0.046251, 0.0177078, 0.0889043, 0.0193602, 0.044616, 0.00186194, 0.00330159	/person 0.992035 /person/artist 0.974061 /person/author 0.53315 /person/actor 0.646435 /person/musician 0.821566
0.0957117, 0.00825204, 0.0473546, 0.062183, 0.0590133, 0.0981009, 0.00697078, 0.0266917, 0.142124, 0.329199, 0.00328225, 0.015308, 0.00321046, 0.0173373, 0.0424146, 0.0324459, 0.00234103, 0.00108135, 0.00585203, 0.00112614	/location 0.931244 /location/city 0.785004
0.0127226, 0.0170429, 0.00923044, 0.0270181, 0.0309533, 0.020145, 0.0108412, 0.37496, 0.0116821, 0.322017, 0.00116336, 0.00201003, 0.11558, 0.00069218, 0.000635177, 0.0385963, 0.00273141, 0.00143129, 0.000113582, 0.000434525	/people/ethnicity 0.793739 /people 0.748774
0.00237667, 0.00256924, 0.00334308, 0.00252716, 0.00572858, 0.00304225, 0.0830679, 0.0311187, 0.320512, 0.414733, 0.0767679, 0.0132432, 0.0135182, 0.00758956, 0.00537935, 0.00431748, 0.00341977, 0.00269249, 0.00219398, 0.00186025	/organization/company 0.920963 /person 0.846498 /organization 0.859676 /person/engineer 0.59801
0.000629104, 0.169242, 0.0036112, 0.0445335, 0.00503676, 0.00463028, 0.00900955, 0.0314175, 0.0165517, 0.153876, 0.00224204, 0.254522, 0.000916076, 0.020965, 0.0638012, 0.0029716, 0.189083, 0.0191825, 0.00698489, 0.000795017	/person/athlete 0.747086 /person 0.568301
0.00435016, 0.00383904, 0.00348926, 0.00404254, 0.00606142, 0.00681287, 0.00977585, 0.00278445, 0.0614285, 0.0219743, 0.2343, 0.038228, 0.00454202, 0.106987, 0.00326065, 0.00941699, 0.440999, 0.0152933, 0.0137817, 0.00863298	/person 0.96517
0.00400735, 0.0233291, 0.00359533, 0.00440897, 0.011153, 0.0108551, 0.0150506, 0.0819965, 0.0177963, 0.681847, 0.000526582, 0.118149, 0.00093933, 0.000467784, 0.000626444, 0.0194502, 0.000420395, 0.000147847, 0.00482499, 0.000407378	/written_work 0.917783
0.122642, 0.0144927, 0.330122, 0.00291035, 0.102352, 0.0406017, 0.0235636, 0.000766815, 0.103812, 0.0177144, 0.00176837, 0.205852, 0.00237028, 0.000700002, 0.00298583, 0.00543993, 0.00382598, 0.00500613, 0.00861661, 0.00445725	/location 0.980736 /location/city 0.941032
0.016644, 0.0741456, 0.0641341, 0.00242783, 0.0632601, 0.0919034, 0.0136799, 0.0282866, 0.108021, 0.495123, 0.0248357, 0.00428439, 0.00437336, 0.00245535, 0.00174031, 0.00139678, 0.00110635, 0.000871065, 0.000709791, 0.000601822	/location 0.90973
0.0088319, 0.00602841, 0.00461466, 0.0316112, 0.0723338, 0.0639289, 0.0157091, 0.0511837, 0.174572, 0.241944, 0.192967, 0.0332885, 0.0339798, 0.0190774, 0.0135217, 0.0108526, 0.00859607, 0.00676794, 0.00551489, 0.004676	/person 0.626734
0.00259581, 0.140456, 0.00806936, 0.00709838, 0.0570807, 0.0222724, 0.00758404, 0.0421229, 0.26149, 0.319661, 0.00345918, 0.0560836, 0.000806647, 0.00250449, 0.00421382, 0.00143442, 0.0484302, 0.000707789, 0.00375571, 0.0101739	/organization 0.72361 /organization/company 0.588944
0.00240835, 0.00237348, 0.00263025, 0.0247258, 0.0401503, 0.0381022, 0.0212661, 0.103668, 0.592919, 0.131518, 0.000695973, 0.00109489, 0.000404481, 0.0192675, 0.000645885, 0.00792163, 0.00127131, 0.00771333, 0.000331437, 0.000891888	/location 0.988709 /location/city 0.930885
0.00309211, 0.00203714, 0.00565196, 0.0222996, 0.287147, 0.000579212, 0.0212221, 0.555476, 0.0263539, 0.0468084, 0.0171916, 0.0029657, 0.00302729, 0.00169962, 0.00120466, 0.000966866, 0.000765831, 0.000602962, 0.000491326, 0.000416588	/organization 0.526711
0.00133448, 0.104609, 0.265881, 0.00916786, 0.484133, 0.00157044, 0.0727099, 0.00192037, 0.0394485, 0.00640529, 0.007514, 0.00129623, 0.00132315, 0.000742862, 0.000526527, 0.000422592, 0.000334725, 0.000263539, 0.000214746, 0.00018208	/organization/sports_team 0.999524 /organization 0.986121
0.00260775, 0.00215448, 0.00410161, 0.0208525, 0.0134463, 0.0438263, 0.0400724, 0.110139, 0.153765, 0.143336, 0.00352222, 0.420253, 0.0035844, 0.0290978, 0.00243815, 0.00288713, 0.00146216, 0.000964999, 0.000777807, 0.000710901	/art/film 0.522864
0.00349977, 0.426582, 0.00248939, 0.0981731, 0.00146328, 0.145112, 0.00126614, 0.221423, 0.00294411, 0.019096, 0.0456871, 0.00788144, 0.00804511, 0.0045168, 0.00320143, 0.00256947, 0.00203522, 0.00160239, 0.00130571, 0.00110709	/people/ethnicity 0.984268 /people 0.971205 /religion 0.711056 /religion/religion 0.82728
0.000770485, 0.0036217, 0.0354039, 0.00143945, 0.0457845, 0.00930866, 0.00337743, 0.0571939, 0.00837001, 0.0135008, 0.0006624, 0.0245765, 0.00215402, 0.66881, 0.00075412, 0.023065, 0.0831141, 0.010974, 0.00590341, 0.00121502	/person 0.569546
0.00221514, 0.000561848, 0.00184234, 0.0215544, 0.00861748, 0.0668627, 0.571932, 0.00341276, 0.30505, 0.00182459, 0.00945137, 0.00163045, 0.0016643, 0.000934397, 0.000662284, 0.000531551, 0.000421029, 0.000331488, 0.000270115, 0.000229026	/location 0.98665 /person 0.902574 /location/country 0.945235 /person/artist 0.83396 /title 0.757385 /government_agency 0.725558 /language 0.87605 /location/cemetery 0.823898
0.00196023, 0.00171841, 0.00215953, 0.193638, 0.00838832, 0.0430778, 0.0712664, 0.0196831, 0.052231, 0.15, 0.170267, 0.00287607, 0.161013, 0.107521, 0.00870567, 0.00100439, 0.00175018, 0.00104833, 0.000864912, 0.000826309	/person 0.766892 /person/artist 0.580711
0.00153803, 0.000724799, 0.00216571, 0.00712629, 0.00207773, 0.00349267, 0.00368812, 0.000793395, 0.00437438, 0.0555572, 0.0100656, 0.397969, 0.0563178, 0.0931977, 0.0973199, 0.0722787, 0.158261, 0.00360377, 0.023029, 0.0064192	/person 0.971312 /person/artist 0.805169 /person/author 0.720699 /person/actor 0.69865
0.00153118, 0.00148727, 0.00378162, 0.0193141, 0.0076929, 0.0121434, 0.257506, 0.0029208, 0.0174521, 0.30337, 0.000972916, 0.000964693, 0.16077, 0.0801678, 0.0790469, 0.00034536, 0.000310808, 0.000684822, 0.0488632, 0.000673867	/location 0.412369
0.00710483, 0.00620865, 0.00555067, 0.00635222, 0.0101448, 0.0150223, 0.0303226, 0.0403106, 0.0411917, 0.044754, 0.00498065, 0.61252, 0.00506461, 0.0255231, 0.134221, 0.000697753, 0.00612176, 0.000520621, 0.00155068, 0.00183785	/time 0.923989
0.0115797, 0.0155934, 0.058233, 0.203931, 0.0101958, 0.0051063, 0.0398633, 0.217875, 0.0569539, 0.204226, 0.0025474, 0.0757089, 0.00773031, 0.0859996, 0.00171804, 0.000601887, 0.000890631, 0.000488513, 0.000387809, 0.000370231	/location 0.966744 /geography 0.857713 /geography/island 0.892434
0.00664782, 0.00880046, 0.0173723, 0.102245, 0.0145485, 0.00131148, 0.145933, 0.00979851, 0.0854548, 0.00458757, 0.00289364, 0.536893, 0.00378783, 0.00555825, 0.00159207, 0.0491821, 0.00115343, 0.00142574, 0.000419647, 0.00039467	/location 0.984878 /location/province 0.983235
0.00432446, 0.0034375, 0.00690611, 0.000528079, 0.00112404, 0.00240906, 0.00681448, 0.00240213, 0.004152, 0.840173, 0.00132623, 0.0206906, 0.00222688, 0.00212787, 0.00960257, 0.00332833, 0.0466794, 0.0381661, 0.00322607, 0.0003555	/living_thing 0.942182
0.000947304, 0.00353845, 0.000361355, 0.0076353, 0.000443112, 0.0176395, 0.017871, 0.00618822, 0.0635269, 0.0911964, 0.395374, 0.248287, 0.0225003, 0.0798038, 0.00694486, 0.0296829, 0.000585102, 0.00474355, 0.00166372, 0.0010677	/organization 0.74494
0.0127972, 0.00251986, 0.00230928, 0.0688637, 0.00574003, 0.00551901, 0.612302, 0.0827175, 0.00865569, 0.140549, 0.000556873, 0.00142994, 0.00147114, 0.000586453, 0.00396285, 0.00116782, 0.00375652, 0.0390003, 0.00574645, 0.000348887	/organization/sports_team 0.989047 /organization 0.766581 /people/ethnicity 0.59899 /people 0.62737
